Story ID (prison_yyyymmdd_topic),Unique ID,On M.I. list?,Reviewed and Cleared,Date R&C,Added to site,Date added,Story Title (max 20 characters),Audio File,Transcript,Date (MM/YY),Prison,Tags,Storyteller,Story Type,"If Segment, Full Story ID",Letter/Call
Chino_20210106_249_Full,5958,,KT,,KT,,Confront injustice,https://www.dropbox.com/s/pfaf9i0bm6wau5e/Chino_20210106_249_Full.mp3?dl=0,https://www.dropbox.com/s/cl7pqmazvdfm9im/Chino_20210106_249_Full_Family.txt?dl=0,01/23,Chino,Family,Incarcerated Person,Full,,Letter
Chino_20210312_659_FULL_PrisonConditions_Stress,4554,,MV,,MV,07/20/2021,The right to live,https://www.dropbox.com/s/qri8s1hy9xw4w6b/Chino_20210312_659_FULL.mp3?dl=0,https://www.dropbox.com/s/6mwzijr6rdm5vtg/Chino_20210312_659_FULL.txt?dl=0,03/23,Chino,"Prison Conditions, Stress, Featured",Incarcerated Person,Full,,Letter
Chowchilla_ 20210201_373_FULL,737,,KT,,NS,,We are on edge,https://www.dropbox.com/s/99wfmmwipk1tauh/Chowchilla_%2020210201_373_FULL.mp3?dl=0,https://www.dropbox.com/s/f2hn2rfol7ujywz/Chowchilla_%2020210201_373_FULL.txt?dl=0,02/23,Chowchilla,Stress,Incarcerated Person,Full,,Letter
Chowchilla_20201123_069_FULL,1076,,KT,,KT,,"One cell, one person",https://www.dropbox.com/s/bono3yd5kmicwcd/Chowchilla_20201123_069_FULL.mp3?dl=0,https://www.dropbox.com/s/ryw10r2u8t2lo0q/Chowchilla_20201123_069_Full.txt?dl=0,11/23,Chowchilla,"Prison Conditions, Programs, Family",Incarcerated Person,Full,,Letter
Chowchilla_20201124_062_FULL,8574,,KT,,KT,,The full story,https://www.dropbox.com/s/6pn552jgs00xi8s/Chowchilla_20201124_062_FULL.mp3?dl=0,https://www.dropbox.com/s/so4yjlh7ljrn0n9/Chowchilla_20201124_062_FULL.txt?dl=0,11/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20201204_84_FULL,7423,,KT,,KT,,Terror story,https://www.dropbox.com/s/5mt55vla7gtplhd/Chowchilla_20201204_084_Full.mp3?dl=0,https://www.dropbox.com/s/2k1ikn47qzltkqd/Chowchilla_20201204_84_FULL.txt?dl=0,12/23,Chowchilla,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
Chowchilla_20201207_128_FULL,2359,,KT,,KT,,Horrible here,https://www.dropbox.com/s/121oksav93rdqq8/Chowchilla_20201207_128_FULL.mp3?dl=0,https://www.dropbox.com/s/ubqzivozdmu2yyr/Chowchilla_20201207_128_FULL.txt?dl=0,12/23,Chowchilla,"Stress, Prison Conditions, Family",Incarcerated Person,Full,,Letter
Chowchilla_20201208_117_FULL,9743,,KT,,KT,,No better treatment,https://www.dropbox.com/s/6500ebba8l4lnd4/Chowchilla_20201208_117_FULL.mp3?dl=0,https://www.dropbox.com/s/2sul40icgaavrdy/Chowchilla_20201208_117_full.txt?dl=0,12/23,Chowchilla,Infection,Incarcerated Person,Full,,Letter
Chowchilla_20201209_118_FULL,5228,,MV,,KT,,The full story,https://www.dropbox.com/s/ojjej821e29y4f8/Chowchilla_20201209_118_FULL.mp3?dl=0,https://www.dropbox.com/s/ttsktwq9pxsojdr/Chowchilla_20201209_118_Full.txt?dl=0,12/23,Chowchilla,"Infection, Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Chowchilla_20201209_121_FULL_Family_PrisonConditions,1686,,MV,,KT,,This is serious,https://www.dropbox.com/s/u6o7r7896bacxjt/Chowchilla_20201209_121_FULL_Family_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/pdji5vkogelq7ys/Chowchilla_20201209_121_Full_Family_PrisonConditions.txt?dl=0,12/23,Chowchilla,"Family, Prison Conditions",Incarcerated Person,Full,,Letter
Chowchilla_20201217_204_Full,7046,,KT,,KT,,The full story,https://www.dropbox.com/s/k7fzo880m5vfh87/Chowchilla_20201217_204_FULL.mp3?dl=0,https://www.dropbox.com/s/ve068p99tjjappj/Chowchilla_20201217_204_FULL.txt?dl=0,12/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family,3133,,MV,,MV,07/15/2021,I'm really scared,https://www.dropbox.com/s/w7beym4w3n8k7u0/Chowchilla_20201218_173_FULL.mp3?dl=0,https://www.dropbox.com/s/gveoteond165fzs/Chowchilla_20201218_173_FULL.txt?dl=0,12/23,Chowchilla,"Prison Conditions, Stress, Family",Incarcerated Person,Full,,Letter
Chowchilla_20201221_147_FULL,7755,,KT,,KT,,The full story,https://www.dropbox.com/s/l615e8is8l7t7dh/Chowchilla_20201221_147_FULL.mp3?dl=0,https://www.dropbox.com/s/9ne4we0b0uqnz40/Chowchilla_20201221_147_FULL.txt?dl=0,12/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20201221_193_Full_PrisonCondtions_Stress,6419,,MV,,KT,,We're trapped in,https://www.dropbox.com/s/aowvroif4wvz2u5/Chowchilla_20201221_193_FULL.mp3?dl=0,https://www.dropbox.com/s/7sq3kco1qpqqorj/Chowchilla_20201221_193_FULL_PrisonConditions.txt?dl=0,12/23,Chowchilla,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Chowchilla_20201222_189_FULL,5434,,MV,8/27/2021,MV,09/03/2021,The pandemic has hit,https://www.dropbox.com/s/fmngiifl3qdww7q/Chowchilla_20201222_189_FULL_Stress.mp3?dl=0,https://www.dropbox.com/s/vmsg89n49z2ubmq/Chowchilla_20201222_189_FULL_Stress.txt?dl=0,12/23,Chowchilla,Stress,Incarcerated Person,Full,,Letter
Chowchilla_20201223_218_FULL,9598,,MV,9/20/2021,MV,09/24/2021,The full story,https://www.dropbox.com/s/m1coj0hykdp0psx/Chowchilla_20201223_218_FULL.mp3?dl=0,https://www.dropbox.com/s/gvgp2k8oziv8z4x/Chowchilla_20201223_218_FULL.txt?dl=0,03/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress,8727,,MV/KT,,KT,,We are human first,https://www.dropbox.com/s/junf45s435aeyuw/Chowchilla_20201224_212_Full_PrisonConditions_Infection.mp3?dl=0,https://www.dropbox.com/s/7fx2v5u7t93oa6o/Chowchilla_20201224_212_Full_PrisonConditions_Infection.txt?dl=0,12/23,Chowchilla,"Prison Conditions, Infection, Stress",Incarcerated Person,Full,,Letter
Chowchilla_20201228_148_FULL,2175,,KT,,KT,,The full story,https://www.dropbox.com/s/xpx6213ryze9gkg/Chowchilla_20201228_148_FULL.mp3?dl=0,https://www.dropbox.com/s/turk8zpcvhs23uf/Chowchilla_20202812_148_FULL.txt?dl=0,12/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20201228_177_FULL,7050,,KT,,NS,,The full story,https://www.dropbox.com/s/8o9d2kd76cqjc7v/Chowchilla_20201228_177_FULL.mp3?dl=0,https://www.dropbox.com/s/fgkai5mvdvf1xhe/Chowchilla_20201228_177_Full.txt?dl=0,12/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20210104_248_Full,2415,,KT,,KT,,Half-faced,https://www.dropbox.com/s/042t87wkh9glmug/Chowchilla_20210104_248_FULL.mp3?dl=0,https://www.dropbox.com/s/qmkkesjj84gfd6o/Chowchilla_20210104_248_full.txt?dl=0,01/23,Chowchilla,Prison Conditions,Incarcerated Person,Full,,Letter
Chowchilla_20210111_262_Full_Infection,7670,,KT,,KT,,Not ready,https://www.dropbox.com/s/8zv62dnxtvcstw6/Chowchilla_20210111_262_Infection.mp3?dl=0,https://www.dropbox.com/s/gafpta38uvi1mxe/Chowchilla_20210111_262_Infection.txt?dl=0,01/23,Chowchilla,Infection,Incarcerated Person,Full,,Letter
Chowchilla_20210114_270_Full,9457,,KT,,KT,,The full story,https://www.dropbox.com/s/6mhmgzke2aor12l/Chowchilla_20210114_270_Full.mp3?dl=0,https://www.dropbox.com/s/9of80u43oyhr3u0/Chowchilla_20210114_270_Full.txt?dl=0,01/23,Chowchilla,,Incarcerated Person,Full,,Letter
Chowchilla_20210121_324_FULL_PrisonConditions,2429,,MV,,MV,,Deliberate Indifference,https://www.dropbox.com/s/e7k6o69m6rtyo5p/Chowchilla_20210121_324_Full.mp3?dl=0,https://www.dropbox.com/s/gfhx2jnc51yz3ao/Chowchilla_20210121_324_FULL.txt?dl=0,01/23,Chowchilla,Prison Conditions,Incarcerated Person,Full,,Letter
Chowchilla_20210405_960_Full_Stress,9437,,MV,6/28/2021,MV,07/20/2021,A changing place,https://www.dropbox.com/s/z0e4ykyhct654uc/Chowchilla_20210405_960_Infection_Stress_Family.mp3?dl=0,https://www.dropbox.com/s/v8jeirj23nc2vf3/Chowchilla_20210405_960_Infection_Stress_family.txt?dl=0,04/23,Chowchilla,Stress,Incarcerated Person,Full,,Letter
Chuckawalla_20210215_417_Full_PrisonConditions_Infection,8037,,MV,Done 06/28/2021,MV,07/20/2021,Things are hectic,https://www.dropbox.com/s/uz3iayte7w3f7bf/Chuckawalla_20210215_417_Full.mp3?dl=0,https://www.dropbox.com/s/2bxoi93mk04j02z/Chuckawalla_20210215_417_FULL.txt?dl=0,02/23,Chuckawalla,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
CIW_20201120_71_FULL,8955,,KT,,KT,,Very isolated,https://www.dropbox.com/s/93vet41ms0nhk14/CIW_20201120_71_Full.mp3?dl=0,https://www.dropbox.com/s/ygd7xme2aj6udi8/CIW_20201120_71_FULL.txt?dl=0,11/23,CIW,"Stress, Family, Prison Conditions, Programs",Incarcerated Person,Full,,Letter
CIW_20201201_79_FULL,8367,,MV,09/02/2021,MV,09/03/2021,The full story,https://www.dropbox.com/s/9ami7gvyjc9mwr1/CIW_20201201_79_full.mp3?dl=0,https://www.dropbox.com/s/woyy5fcxyod4hvg/CIW_20201201_79_Full.txt?dl=0,12/23,CIW,,Incarcerated Person,Full,,Letter
CIW_20201202_88_Familyandstress,3169,,MV,,KT,,Labor of love,https://www.dropbox.com/s/xgru0g51a4ifwqb/CIW_20201202_88_familyandstress.mp3?dl=0,https://www.dropbox.com/s/abhuvk9jdvf4sux/CIW_20201202_88_familyandstress.txt?dl=0,12/23,CIW,"Family, Stress",Incarcerated Person,Full,,Letter
CIW_20201203_076_PrisonConditions_Stress,3330,,NS,,KT,,Not a creature,https://www.dropbox.com/s/ffhwdp1y1m3zn58/CIW_20201203_076_PrisonConditions_Stress.mp3?dl=0,https://www.dropbox.com/s/jkhol1ykof7btpu/CIW_20201203_076_PrisonConditions_Stress.txt?dl=0,12/23,CIW,Prison Conditions; Stress,Incarcerated Person,Full,,Letter
CIW_20201203_80_FULL_PrisonConditions_Infection,9850,,MV,08/06/2021,MV,08/06/2021,No fresh air,https://www.dropbox.com/s/1d5sw3y8tf5uw12/CIW_20201203_80_FULL_PrisonConditions_Infection.mp3?dl=0,https://www.dropbox.com/s/6h5lubkzu44cb1s/CIW_20201203_80_FULL_PrisonConditions_Infection.txt?dl=0,12/23,CIW,"Prison Conditions, Infection, Stress, Featured",Incarcerated Person,Full,,Letter
CIW_20201203_81_FULL,9575,,KT,,KT,,Taking its toll,https://www.dropbox.com/s/klgwyhu201qsq9e/CIW_20201203_081_FULL.mp3?dl=0,https://www.dropbox.com/s/6l02utpstpj946g/CIW_20201203_081_FULL.txt?dl=0,12/23,CIW,"Infection, Family, Stress",Incarcerated Person,Full,,Letter
CIW_20201204_85_FULL_PrisonConditions_Stress,6583,,KT,,MV,08/06/2021,"Filthy, cold",https://www.dropbox.com/s/amhge7cnhgitu4i/CIW_20201204_85_Full_PrisonConditions_Stress.mp3?dl=0,https://www.dropbox.com/s/7kenuk0f2wtzf1r/CIW_20201204_85_FULL.txt?dl=0,12/23,CIW,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
CIW_20201209_114_FULL,348,,KT,,KT,,A nightmare,https://www.dropbox.com/s/yq33v8tmpo0ily4/CIW_20201209_114_FULL.mp3?dl=0,https://www.dropbox.com/s/f8zsyd93tvqwmcd/CIW_20201209_114_FULL.txt?dl=0,12/23,CIW,"Stress, Family, Prison Conditions, Programs",Incarcerated Person,Full,,Letter
CIW_20201215_131_FULL,9034,,KT,,KT,,The full story,https://www.dropbox.com/s/h0cvqzj57cuhcgq/CIW_20201215_131_FULL.mp3?dl=0,https://www.dropbox.com/s/f0laskghbrmeppq/CIW_20201215_131_FULL.txt?dl=0,12/23,CIW,,Incarcerated Person,Full,,Letter
CIW_20201217_194_FULL_Infection,7976,,MV,,KT,,The full story,https://www.dropbox.com/s/jumi09glebs3fdm/CIW_20201217_194_FULL.mp3?dl=0,https://www.dropbox.com/s/mr1tqxpsxlkpaep/CIW_20201217_194_FULL_Infection.txt?dl=0,12/23,CIW,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
CIW_20201218_153_FULL,1044,,KT,,KT,,The full story,https://www.dropbox.com/s/gyflnwbs84hfy5i/CIW_20201218_153_FULL.mp3?dl=0,https://www.dropbox.com/s/l1spb5pg7welo0f/CIW_20201218_153_FULL.txt?dl=0,12/23,CIW,,Incarcerated Person,Full,,Letter
CIW_20201224_152_FULL,4304,,KT,,NS,,The full story,https://www.dropbox.com/s/5qogd3u9q5ifhlz/CIW_20201224_152-FULL.mp3?dl=0,https://www.dropbox.com/s/8mt4ffj4s2gvly1/CIW_20201224_152_FULL.txt?dl=0,12/23,CIW,,Incarcerated Person,Full,,Letter
CIW_20201230_160_FULL,3336,,KT,,NS,,Injustices,https://www.dropbox.com/s/oh8j8rugxyvyned/CIW_20201230_160_FULL.mp3?dl=0,https://www.dropbox.com/s/qdw288144tqut3s/CIW_20201230_160_FULL.txt?dl=0,12/23,CIW,Prison Conditions,Incarcerated Person,Full,,Letter
CIW_20210319_577_FULL_Stress,2366,,MV,,MV,,Mental health crisis,https://www.dropbox.com/s/df28fbq96gox97c/CIW_20210319_577_FULL.mp3?dl=0,https://www.dropbox.com/s/3t184mxx7kf606w/CIW_20210319_577_FULL.txt?dl=0,03/23,CIW,Stress,Incarcerated Person,Full,,Letter
CMC_20210120_329_Full_PrisonConditions_Infections_Stress,2474,,KT,,NS,,Six feet and masks,https://www.dropbox.com/s/0fq8hzaqzkn1pj0/CMC_20210120_329_Prison%20Conditions_Infections_StressandCoping.mp3?dl=0,https://www.dropbox.com/s/cxabq9slyutlo94/CMC_20210120_329_FULL_Prison%20Conditions_Infections_StressandCoping.txt?dl=0,01/23,CMC,"Prison Conditions, Infection, Stress",Incarcerated Person,Full,,Letter
CMC_20210121_316_FULL,5785,,KT,,NS,,A terrible plague,https://www.dropbox.com/s/3duunexgf7o0nt9/CMC_20210121_316_FULL.mp3?dl=0,https://www.dropbox.com/s/n0e17mn9b144pbl/CMC_20210121_316_FULL.txt?dl=0,01/23,CMC,Prison Conditions,Incarcerated Person,Full,,Letter
CMC_20210125_315_Full_PrisonConditions_Stress,7305,,KT,,KT,,The fog will lift,https://www.dropbox.com/s/z14p309y3jpv9s7/CMC_20210125_315_FULL.mp3?dl=0,https://www.dropbox.com/s/0a31242ivfo1rpv/CMC_20210125_315_Full_PrisonConditions_Stress.txt?dl=0,01/23,CMC,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
CMC_20210125_331_Full_PrisonConditions_Infection_Family,908,,MV,,KT,,Absolutely alone,https://www.dropbox.com/s/22gufamyvhgobpa/CMC_20210125_331_Full_PrisonConditions_Infection_Family.mp3?dl=0,https://www.dropbox.com/s/6twwvmrcme8yprf/CMC_20210125_331_Full_PrisonConditions_Infection_Family.txt?dl=0,01/23,CMC,"Featured, Prison Conditions, Infection, Family",Incarcerated Person,Full,,Letter
CMC_20210125_332_Full_Infection,6355,,KT,,NS,,Not one doctor,https://www.dropbox.com/s/skyfn0lqtf9mfq1/CMC_20210125_332_Infection.mp3?dl=0,https://www.dropbox.com/s/r7ml9amme11ygvb/CMC_20210125_332_Full_Infection.txt?dl=0,01/23,CMC,Infection,Incarcerated Person,Full,,Letter
CMC_20210125_333_Full_Stress_Feature,5055,,KT,,NS,,Never ever imagined,https://www.dropbox.com/s/xb2hfatskv0yo0d/CMC_20210125_333_Stress.mp3?dl=0,https://www.dropbox.com/s/hn2hv20hyn9tsc9/CMC_20210125_333_Full_Stress_Feature.txt?dl=0,01/23,CMC,"Featured, Stress",Incarcerated Person,Full,,Letter
CMC_20210126_336_Full,9514,,KT,,KT,,The full story,https://www.dropbox.com/s/cabfsaufls9e4bb/CMC_20210126_336_Full.mp3?dl=0,https://www.dropbox.com/s/mxmw20wvq7g41qf/CMC_20210126_336_FULL.txt?dl=0,01/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210129_307_FULL,6463,,KT,,NS,,There is no safety,https://www.dropbox.com/s/b82iy60eq7p6zt3/CMC_20210129_307_FULL.mp3?dl=0,https://www.dropbox.com/s/inks3g1ukzf2o2g/CMC_20210129_307_FULL.txt?dl=0,01/23,CMC,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
CMC_20210129_308_Full_PrisonConditions,2079,,KT,,NS,,Dividing people,https://www.dropbox.com/s/i37g7rdegl0vvoa/CMC_20210129_308_Full_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/fft9k11jrj45mnm/CMC_20210129_308_Full_PrisonConditions.txt?dl=0,01/23,CMC,Prison Conditions,Incarcerated Person,Full,,Letter
CMC_20210208_346_FULL_Stress_Infection_PrisonConditions,4836,,MV,,KT,,Degenerative,https://www.dropbox.com/s/yl0dpqprdf93d0z/CMC_20210208_346_FULL.mp3?dl=0,https://www.dropbox.com/s/mpkbs3c2nphaopd/CMC_20210208_346_FULL.txt?dl=0,02/23,CMC,"Stress, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
CMC_20210209_363_Full_w_themes,7066,,KT,,NS,,Life is valuable,https://www.dropbox.com/s/g7kbxyozf6ahxxn/CMC_20210209_363_Full.mp3?dl=0,https://www.dropbox.com/s/cep2zuuvq1l819a/CMC_20210209_363_full.txt?dl=0,02/23,CMC,"Family, Stress",Incarcerated Person,Full,,Letter
CMC_20210210_355_FULL,7360,,KT,,NS,,Can't get any help,https://www.dropbox.com/s/7syz0bsavsxhhp2/CMC_20210210_355_FULL.mp3?dl=0,https://www.dropbox.com/s/k0to76zzl0bnjdj/CMC_20210210_355_Full.txt?dl=0,02/23,CMC,"Prison Conditions, Program, Family",Incarcerated Person,Full,,Letter
CMC_20210210_357_FULL,1025,,KT,,NS,,The full story,https://www.dropbox.com/s/5os4qqb66q793a4/CMC_20210210_357_FULL.mp3?dl=0,https://www.dropbox.com/s/e4i3jrx8w6l7l93/CMC_20210210_357_FULL.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210210_358_FULL_Stress,1373,,MV/KT,,KT,,I am a celebrity,https://www.dropbox.com/s/avh331kkopmb0mq/CMC_20210210_358_Full.mp3?dl=0,https://www.dropbox.com/s/f53pkdbfmkktgq9/CMC_20210210_358_FULL.txt?dl=0,02/23,CMC,Stress,Incarcerated Person,Full,,Letter
CMC_20210210_359_Full,9833,,MV,,MV,,The full story,https://www.dropbox.com/s/tt2wa8my3og9py4/CMC_20210210_359_FULL.mp3?dl=0,https://www.dropbox.com/s/n0k999a8aczvx7l/CMC_20210210_359_FULL.txt?dl=0,04/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210211_446_FULL,5115,,MV/KT,,KT,,The full story,https://www.dropbox.com/s/eloy2f8rbkxikk5/CMC_20210211_446_FULL.mp3?dl=0,https://www.dropbox.com/s/g6g4n84poa2ptht/CMC_20210211_446_FULL.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210211_447_FULL_Family_Infection,6698,,MV,,MV,,Ain't no joke,https://www.dropbox.com/s/l98qovlwpkmitb8/CMC_20210211_447_FULL_Family_Infection.mp3?dl=0,https://www.dropbox.com/s/a99bqsys6od3cr3/CMC_20210211_447_FULL_Family_Infection.txt?dl=0,02/23,CMC,"Family, Infection",Incarcerated Person,Full,,Letter
CMC_20210212_438_FULL_InfectionPrisonConditionsStress,7808,,MV,,MV,,Depleted rations,https://www.dropbox.com/s/bbuscm1plpg7zkl/CMC_20210212_438_FULL_InfectionPrisonConditionsStress.mp3?dl=0,https://www.dropbox.com/s/dr9h7tgv1wwry1b/CMC_20210212_438_Full_InfectionPrisonConditionsStress.txt?dl=0,02/23,CMC,"Infection, Prison Conditions, Stress",Incarcerated Person,Full,,Letter
CMC_20210212_439_FULL,9904,,MV,,MV,,The full story,https://www.dropbox.com/s/gwf12j9tbvx7wdg/CMC_20210212_439_FULL.mp3?dl=0,https://www.dropbox.com/s/vfor2x3wvgd4sha/CMC_20210212_439_FULL.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210216_425_FULL_Stress,156,,MV/KT,,KT,,Sure a scare,https://www.dropbox.com/s/u7a1ynnk4ii0slr/CMC_20210216_425_FULL_Stress.mp3?dl=0,https://www.dropbox.com/s/k66ia8q1kbqcox3/CMC_20210216_425_FULL_Stress.txt?dl=0,02/23,CMC,Stress,Incarcerated Person,Full,,Letter
CMC_20210216_426_FULL_Infection_PrisonConditions,2844,,MV/KT,,KT,,The forgotten society,https://www.dropbox.com/s/xh3hf1j6m4rbqi9/CMC_20210216_426_FULL_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/cf78crpvgmkg89v/CMC_20210216_426_FULL_Infection_PrisonConditions.txt?dl=0,02/23,CMC,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
CMC_20210217_401_Full_FamilyInfectionStress,2020,,MV,,MV,,It's hectic,https://www.dropbox.com/s/9nwxx859jdg0luc/CMC_20210217_401_Full_FamilyInfectionStress.mp3?dl=0,https://www.dropbox.com/s/ssu8oo5jf4lcam5/CMC_20210217_401_FULL.txt?dl=0,02/23,CMC,"Family, Infection, Stress",Incarcerated Person,Full,,Letter
CMC_20210221_488_FULL_Family_Infection_PrisonConditions,9072,,MV,,MV,,Violation of rights,https://www.dropbox.com/s/weagr8giyir3ytm/CMC_20210221_488_FULL.mp3?dl=0,https://www.dropbox.com/s/wr3mr9teccvlyhk/CMC_20210221_488_FULL.txt?dl=0,02/23,CMC,"Family, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
CMC_20210222_454_FULL_Infection,3099,,MV,,MV,,Under control,https://www.dropbox.com/s/vnm3i6fixpvw4nn/CMC_20210222_454_FULL.mp3?dl=0,https://www.dropbox.com/s/6rzv95c1d1ohc2q/CMC_20210222_454_FULL.txt?dl=0,02/23,CMC,Infection,Incarcerated Person,Full,,Letter
CMC_20210222_490_Full,3269,,MV,,MV,,The full story,https://www.dropbox.com/s/omicehf4nr31m8q/CMC_20210222_490_Full.mp3?dl=0,https://www.dropbox.com/s/v23enp9c19tn618/CMC_20210222_490_Full.txt?dl=0,01/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210223_499_FULL,9487,,MV,,MV,,The full story,https://www.dropbox.com/s/6djdvuo4wsaoqpp/CMC_20210223_499_FULL.mp3?dl=0,https://www.dropbox.com/s/71vikcd2evfsme1/CMC_20210223_499_FULL.txt?dl=0,10/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210224_465_FULL,2419,,MV,,MV,,The full story,https://www.dropbox.com/s/xecnri1dotp0gmz/CMC_20210224_465_FULL.mp3?dl=0,https://www.dropbox.com/s/v3yq0d3dgu4o1fo/CMC_20210224_465_FULL.txt?dl=0,12/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210225_472_FULL_Programs_Stress,4896,,MV,,MV,,As strong as it gets,https://www.dropbox.com/s/ee0d914ptjpgou3/CMC_20210225_472_FULL.mp3?dl=0,https://www.dropbox.com/s/eo40agvwueolf76/CMC_20210225_472_FULL.txt?dl=0,02/23,CMC,"Programs, Stress",Incarcerated Person,Full,,Letter
CMC_20210225_473_FULL,8427,,MV,,MV,,The full story,https://www.dropbox.com/s/l1blk4ay02zcmy1/CMC_20210225_473_Full.mp3?dl=0,https://www.dropbox.com/s/gp40iv5pqpz7nc7/CMC_20210225_473_FULL.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210308_656_Full_InfectionPrisonConditions,4154,,MV,,MV,07/20/2021,In the bed of cdcr,https://www.dropbox.com/s/q1383fw36tf8htk/CMC_20210308_656_FULL_InfectionPrisonConditions.mp3?dl=0,https://www.dropbox.com/s/qj51vnsp4gnbmwz/CMC_20210308_656_FULL_InfectionPrisonConditions.txt?dl=0,04/23,CMC,"Infection, Prison Conditions, Featured",Incarcerated Person,Full,,Letter
CMC_20210316_550_FULL,2207,,MV,,MV,,The full story,https://www.dropbox.com/s/qhznz24smkhulce/CMC_20210316_550_FULL.mp3?dl=0,https://www.dropbox.com/s/922eq62z9lam7dl/CMC_20210316_550_FULL.txt?dl=0,03/23,CMC,,Incarcerated Person,Full,,Letter
CMC_20210412_956_Full_Infection,5755,,MV,06/28/2021,MV,07/20/2021,I lose my balance,https://www.dropbox.com/s/222bnnqi4sitzj3/CMC_20210412_956_FULL_Infection.mp3?dl=0,https://www.dropbox.com/s/wy4qprd3qz1sxi5/CMC_20210412_956_FULL_Infection.txt?dl=0,04/23,CMC,Infection,Incarcerated Person,Full,,Letter
CMC_20210420_711_FULL_Infection_PrisonConditions,566,,MV,06/28/2021,MV,07/20/2021,Nothing is promised,https://www.dropbox.com/s/xi6vlv1mpk7fodu/CMC_20210420_711_FULL.mp3?dl=0,https://www.dropbox.com/s/a6kpbh4ev5ocgpe/CMC_20210420_711_FULL_InfectionPrisonConditionsFamily.txt?dl=0,04/23,CMC,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Corcoran_20201224_213_FULL,4284,,KT,,KT,,The full story,https://www.dropbox.com/s/aps0032oldimrbn/Corcoran_20201224_213_full.mp3?dl=0,https://www.dropbox.com/s/1qxajucb1sbdcfl/Corcoran_20201224_213_FULL.txt?dl=0,12/23,Corcoran,,Incarcerated Person,Full,,Letter
Corcoran_20201230_162_Full_Program_Family,8253,,KT,,KT,,We slammed,https://www.dropbox.com/s/fvrxnlkdcd8dbyj/Corcoran_20201230_162_Full_Program_Family.mp3?dl=0,https://www.dropbox.com/s/m8wm4xnqyrgd97e/Corcoran_20201230_162_Full_Program_Family.txt?dl=0,12/23,Corcoran,"Programs, Family",Incarcerated Person,Full,,Letter
CSATF_20201123_66_FULL,1118,,KT,,KT,,"Filthy, infested",https://www.dropbox.com/s/ldkutc9g0ptcfz4/CSATF_20201123_66_FULL.mp3?dl=0,https://www.dropbox.com/s/gvxch6kt1hm3fxl/CSATF_20201123_66_FULL.txt?dl=0,11/23,CSATF,"Infection, Prison Conditions, Stress",Incarcerated Person,Full,,Letter
CSATF_20201214_141_FULL,169,,KT,,KT,,The full story,https://www.dropbox.com/s/ii9pphrpb7cprd3/CSATF_20201214_141_FULL.mp3?dl=0,https://www.dropbox.com/s/bcyox31l3oz392v/CSATF_20201214_141_full.txt?dl=0,12/23,CSATF,,Incarcerated Person,Full,,Letter
